order_id,purchase_ts,ship_ts,delivery_ts,refund_ts
c4ba4722a45,10/15/20,10/16/20,10/27/20,
393f3b4c0b1,10/10/20,10/16/20,10/28/20,
18e52c45b39,10/10/20,10/16/20,10/28/20,
22389c2c9bf,10/10/20,10/16/20,10/28/20,
3143863e8c7,10/10/20,10/16/20,10/28/20,
ec3056a361c,10/10/20,10/16/20,10/28/20,
7a51bc80502,10/12/20,10/16/20,10/28/20,
9e2422265cc,10/13/20,10/16/20,10/28/20,
72b3be0f579,10/14/20,10/16/20,10/28/20,
b204e593482,10/14/20,10/16/20,10/28/20,
db5483e9e0e,10/14/20,10/16/20,10/28/20,
f2239443451,10/14/20,10/16/20,10/28/20,
4b2c2ce52b8,10/15/20,10/16/20,10/28/20,
9e30d585ac5,10/14/20,10/16/20,10/29/20,
eac8c9c27a1,10/14/20,10/16/20,10/29/20,
7c16baa4675,10/10/20,10/16/20,10/30/20,11/3/20
31402688083,10/10/20,10/16/20,10/30/20,
bd0c2342775,10/11/20,10/16/20,10/30/20,
d0cc6c963be,10/12/20,10/16/20,10/30/20,
07852bb806a,10/13/20,10/16/20,10/30/20,
bfb7d85e19f,10/14/20,10/16/20,10/30/20,
d36012b46ac,10/14/20,10/16/20,10/30/20,
dab4ac26997,10/14/20,10/16/20,10/30/20,
3d65ee1d621,10/15/20,10/16/20,10/30/20,10/31/20
8f1aec74d00,10/15/20,10/16/20,10/30/20,
e9a493221bc,10/15/20,10/16/20,10/30/20,
d655d1ebe4c,6/23/21,6/29/21,7/6/21,
87ee95742f4,6/24/21,6/29/21,7/6/21,
ca654e56d47,6/25/21,6/29/21,7/6/21,
68086d30f08,6/27/21,6/29/21,7/6/21,
74f68b016b9,6/27/21,6/29/21,7/6/21,
83971d1855c,6/28/21,6/29/21,7/6/21,
3520d53b03c,6/23/21,6/29/21,7/7/21,
4a268a47073,6/23/21,6/29/21,7/7/21,
c20e2601ada,6/23/21,6/29/21,7/7/21,
c4bd89c7cb3,6/24/21,6/29/21,7/7/21,
8455c9ea2d9,6/26/21,6/29/21,7/7/21,
335efadc3c8,6/26/21,6/29/21,7/7/21,
b61e80b1eb7,6/26/21,6/29/21,7/7/21,
ddf82a2732f,6/26/21,6/29/21,7/7/21,
389bf0c1425,6/28/21,6/29/21,7/7/21,
ac775b8cbe9,6/28/21,6/29/21,7/7/21,
ac77babda3f,6/23/21,6/29/21,7/8/21,
30cfca10fcc,6/25/21,6/29/21,7/8/21,
d676b6c3ef7,6/26/21,6/29/21,7/8/21,
4667ca2ebb8,6/27/21,6/29/21,7/8/21,
995fbae073d,6/27/21,6/29/21,7/8/21,
a85cad9df51,6/27/21,6/29/21,7/8/21,
56571be6fe6,6/28/21,6/29/21,7/8/21,
9044838b047,6/28/21,6/29/21,7/8/21,
bd8223284c8,6/28/21,6/29/21,7/8/21,
c6aee28fd41,6/28/21,6/29/21,7/8/21,
c7184af7a63,6/28/21,6/29/21,7/8/21,
a93acc44c28,6/23/21,6/29/21,7/9/21,
2166f494ba5,6/24/21,6/29/21,7/9/21,
47ce759c634,6/25/21,6/29/21,7/9/21,
e9fbcb43924,6/25/21,6/29/21,7/9/21,
29412c65ddf,6/26/21,6/29/21,7/9/21,
2ddabb4993a,6/26/21,6/29/21,7/9/21,
321fa2b3f7c,6/26/21,6/29/21,7/9/21,
7e921ede2aa,6/27/21,6/29/21,7/9/21,
7e29f94990b,6/28/21,6/29/21,7/9/21,
bbb342b58e3,6/28/21,6/29/21,7/9/21,
0cd91670ece,6/23/21,6/29/21,7/10/21,
5689eacb347,6/23/21,6/29/21,7/10/21,
d41e0bb2c73,6/23/21,6/29/21,7/10/21,
6.48E+56,6/24/21,6/29/21,7/10/21,
21a929b4e6b,6/24/21,6/29/21,7/10/21,
1b2a0ae66a6,6/25/21,6/29/21,7/10/21,
30a3ce11d3f,6/27/21,6/29/21,7/10/21,
99d979b24ca,6/28/21,6/29/21,7/10/21,
a741cabab10,6/28/21,6/29/21,7/10/21,
5efd11c1eb9,6/23/21,6/29/21,7/11/21,
8790d24cef4,6/23/21,6/29/21,7/11/21,
4b4225384b4,6/26/21,6/29/21,7/11/21,
799bcfa8632,6/26/21,6/29/21,7/11/21,
8c91f70bb3d,6/27/21,6/29/21,7/11/21,
387d7658047,6/28/21,6/29/21,7/11/21,
74b8f9b90ae,6/28/21,6/29/21,7/11/21,
0138f7dbebc,6/23/21,6/29/21,7/12/21,
8aa0eee14ac,6/23/21,6/29/21,7/12/21,
cff0bd33e91,6/24/21,6/29/21,7/12/21,
dde37f9c12d,6/24/21,6/29/21,7/12/21,
ac030f78526,6/25/21,6/29/21,7/12/21,7/19/21
561dfbd1679,6/25/21,6/29/21,7/12/21,
bc7713496f9,6/25/21,6/29/21,7/12/21,
dfc281095f2,6/27/21,6/29/21,7/12/21,
f8072ace2d4,6/27/21,6/29/21,7/12/21,
62461cb8f99,6/23/21,6/29/21,7/13/21,
1e21cf2a8ef,6/24/21,6/29/21,7/13/21,
a9f9754bb59,6/24/21,6/29/21,7/13/21,
1ea92b86bc7,6/25/21,6/29/21,7/13/21,
e678f30c564,6/25/21,6/29/21,7/13/21,
226e4e0430d,6/26/21,6/29/21,7/13/21,
eb870fa9e23,6/26/21,6/29/21,7/13/21,
21e3f7ef721,6/27/21,6/29/21,7/13/21,
8150f6d1fbf,6/27/21,6/29/21,7/13/21,
5e04ea03b93,6/28/21,6/29/21,7/13/21,
ef1f26eb298,6/28/21,6/29/21,7/13/21,
36134c4f66b,3/7/22,3/12/22,3/19/22,
0475c5cb522,3/9/22,3/12/22,3/19/22,
a598e378e8f,3/10/22,3/12/22,3/19/22,
2c69a3b2222,3/11/22,3/12/22,3/19/22,
986210d49e6,3/6/22,3/12/22,3/20/22,
05304f55c4e,3/7/22,3/12/22,3/20/22,
2d933e12f5e,3/8/22,3/12/22,3/20/22,
26e9e718689,3/6/22,3/12/22,3/21/22,
19c16234c25,3/9/22,3/12/22,3/21/22,
92c21460d01,3/9/22,3/12/22,3/21/22,
8.06E+17,3/6/22,3/12/22,3/22/22,
4e438d53fbd,3/6/22,3/12/22,3/22/22,
aa8feb6c098,3/6/22,3/12/22,3/22/22,
af2224b83ec,3/6/22,3/12/22,3/22/22,
b009c671bc5,3/7/22,3/12/22,3/22/22,
93012ccfd0b,3/8/22,3/12/22,3/22/22,
fe870d795c9,3/9/22,3/12/22,3/22/22,
b39d8d43410,3/10/22,3/12/22,3/22/22,
a8443f8f9cb,3/11/22,3/12/22,3/22/22,
75dc70547c6,3/7/22,3/12/22,3/23/22,
8b30b92eff3,3/7/22,3/12/22,3/23/22,
db005ae4d32,3/7/22,3/12/22,3/23/22,
748a4ac4279,3/8/22,3/12/22,3/23/22,
f07feb8b502,3/8/22,3/12/22,3/23/22,
3340d7a2247,3/6/22,3/12/22,3/24/22,
64de4b476dd,3/6/22,3/12/22,3/24/22,
03d1a2d1c8d,3/7/22,3/12/22,3/24/22,
427687846b8,3/7/22,3/12/22,3/24/22,
84573334a61,3/8/22,3/12/22,3/24/22,
a94e107af1c,3/8/22,3/12/22,3/24/22,
44435876647,3/10/22,3/12/22,3/24/22,
14c89c7d732,3/6/22,3/12/22,3/25/22,
755e29510b2,3/7/22,3/12/22,3/25/22,
18b287cbda0,3/9/22,3/12/22,3/25/22,
dce7219ce3a,3/10/22,3/12/22,3/25/22,
01d0d8635c1,3/6/22,3/12/22,3/26/22,
781b99ae1fd,3/6/22,3/12/22,3/26/22,
a92516618ba,3/6/22,3/12/22,3/26/22,
64bd406d270,3/7/22,3/12/22,3/26/22,
283b11d2456,3/9/22,3/12/22,3/26/22,
cbf2dc092fb,11/21/22,11/23/22,11/30/22,
ed9673c17c1,11/20/22,11/23/22,12/5/22,
42bedd03cba,11/21/22,11/23/22,12/5/22,
769e4f46b58,5/21/19,5/24/19,5/31/19,
9b2a8a1f6d1,5/21/19,5/24/19,5/31/19,
1b06df69330,5/22/19,5/24/19,5/31/19,
7f135426efc,5/18/19,5/24/19,6/1/19,
fb804043d55,5/18/19,5/24/19,6/1/19,
9eedfd407ee,5/22/19,5/24/19,6/1/19,
121f0a9f5d3,5/19/19,5/24/19,6/2/19,
6e01a80b767,5/20/19,5/24/19,6/2/19,
b205b54c274,5/20/19,5/24/19,6/2/19,
705878e547b,5/21/19,5/24/19,6/2/19,
7673c58c810,5/22/19,5/24/19,6/2/19,
d290ccb742c,5/22/19,5/24/19,6/2/19,
e8b10d9559b,5/20/19,5/24/19,6/3/19,
2c84ea97166,5/22/19,5/24/19,6/3/19,
a4d2a9a4de9,5/18/19,5/24/19,6/4/19,
fbeecd19e91,5/21/19,5/24/19,6/4/19,
cb2837df970,5/20/19,5/24/19,6/5/19,
fea4639e26c,5/22/19,5/24/19,6/5/19,
2f7bb58e45c,5/23/19,5/24/19,6/5/19,
2aad562ed8c,5/20/19,5/24/19,6/6/19,
d60bbfc0370,5/21/19,5/24/19,6/6/19,
db7f1fc45cc,5/23/19,5/24/19,6/6/19,
3e7639bf6f5,5/18/19,5/24/19,6/7/19,
fcb09309d20,5/18/19,5/24/19,6/7/19,
98384ca4718,5/20/19,5/24/19,6/7/19,
df90f28d4f2,5/20/19,5/24/19,6/7/19,
cc922aae42d,5/21/19,5/24/19,6/7/19,
812ffdafeb3,5/23/19,5/24/19,6/7/19,
b4d41a16304,5/23/19,5/24/19,6/7/19,
51c37aa39e9,1/30/20,2/4/20,2/11/20,
8bc5f08b6c6,1/31/20,2/4/20,2/11/20,
8d82351b22c,2/2/20,2/4/20,2/11/20,
0444992821e,1/29/20,2/4/20,2/12/20,
9d378ff3b00,1/30/20,2/4/20,2/12/20,
6889840c960,1/31/20,2/4/20,2/12/20,
493cbda0f3d,2/2/20,2/4/20,2/12/20,
7638e33bbb9,2/2/20,2/4/20,2/12/20,
99ca14da284,2/3/20,2/4/20,2/12/20,
32445a6f705,1/30/20,2/4/20,2/13/20,
9f5cf305e22,1/30/20,2/4/20,2/13/20,
fb53fcb723b,1/30/20,2/4/20,2/13/20,
1b3130d8702,1/31/20,2/4/20,2/13/20,
bb7a4094962,2/1/20,2/4/20,2/13/20,
c9d5eaf2e11,2/1/20,2/4/20,2/13/20,
56ddcc6ef87,2/1/20,2/4/20,2/13/20,
a57239f21ea,2/2/20,2/4/20,2/13/20,
e1424ee2e5c,2/3/20,2/4/20,2/13/20,
53eb665dc20,1/29/20,2/4/20,2/14/20,2/19/20
999875ca8f2,1/30/20,2/4/20,2/14/20,
346cfb28568,1/30/20,2/4/20,2/14/20,
83ce30c1b4b,2/1/20,2/4/20,2/14/20,
5a76fe0e535,2/2/20,2/4/20,2/14/20,
874403750a7,1/31/20,2/4/20,2/15/20,
270d5552d30,2/1/20,2/4/20,2/15/20,
c9d8c17586d,2/3/20,2/4/20,2/15/20,
89b49c2a5b9,1/29/20,2/4/20,2/16/20,
45a4f93c746,1/31/20,2/4/20,2/16/20,
764fc0b25ab,1/31/20,2/4/20,2/16/20,
c666923b0b4,1/31/20,2/4/20,2/16/20,
7056f2935c9,2/2/20,2/4/20,2/16/20,
93f5cd44b55,2/2/20,2/4/20,2/16/20,
e20e54fd48d,2/3/20,2/4/20,2/16/20,
3e6f9ee853c,2/3/20,2/4/20,2/16/20,
df777774fe0,1/29/20,2/4/20,2/17/20,
4115913600,1/31/20,2/4/20,2/17/20,
1531eda7f4f,1/31/20,2/4/20,2/17/20,
5ead5690d30,2/2/20,2/4/20,2/17/20,
66c4194d245,2/3/20,2/4/20,2/17/20,
a59a0e52ef3,2/3/20,2/4/20,2/17/20,
320e5f056dd,1/30/20,2/4/20,2/18/20,
72d659e0b89,1/30/20,2/4/20,2/18/20,
da0a8d2a99d,1/30/20,2/4/20,2/18/20,
6ba8550aa38,1/31/20,2/4/20,2/18/20,
2c6ac0c724e,2/2/20,2/4/20,2/18/20,
981c529ef20,2/2/20,2/4/20,2/18/20,
d56980d1cdd,2/3/20,2/4/20,2/18/20,
0b9c523ade7,10/11/20,10/17/20,10/24/20,
37d0d5a95e3,10/11/20,10/17/20,10/24/20,
7b0d0401ba9,10/11/20,10/17/20,10/24/20,
485b49db12a,10/12/20,10/17/20,10/24/20,
b3490a7a8ff,10/12/20,10/17/20,10/24/20,
03ac94cda5c,10/13/20,10/17/20,10/24/20,10/30/20
27b1ec45408,10/13/20,10/17/20,10/24/20,
7b4f0de04a3,10/13/20,10/17/20,10/24/20,
84237f97f61,10/13/20,10/17/20,10/24/20,
b41611c4340,10/13/20,10/17/20,10/24/20,
b4a26e0a422,10/13/20,10/17/20,10/24/20,
1001a7d336e,10/14/20,10/17/20,10/24/20,
3aa080bcb1f,10/14/20,10/17/20,10/24/20,
f042302a574,10/14/20,10/17/20,10/24/20,
b39b822b627,10/15/20,10/17/20,10/24/20,
cc879ee47bd,10/15/20,10/17/20,10/24/20,
fea8fc034f0,10/16/20,10/17/20,10/24/20,
efd46b0ed10,10/11/20,10/17/20,10/25/20,
eddcf8739eb,10/12/20,10/17/20,10/25/20,
6aed562bdb8,10/13/20,10/17/20,10/25/20,
8f92f5265a9,10/15/20,10/17/20,10/25/20,
96b079d6078,10/15/20,10/17/20,10/25/20,
b73c9f0fd19,10/16/20,10/17/20,10/25/20,
276c95d64e7,10/11/20,10/17/20,10/26/20,
7f086068850,10/11/20,10/17/20,10/26/20,
734252bb4b9,10/12/20,10/17/20,10/26/20,
1c38b47fdb0,10/13/20,10/17/20,10/26/20,
3b986a832b9,10/13/20,10/17/20,10/26/20,
67874319acc,10/13/20,10/17/20,10/26/20,
8d8861c7fab,10/13/20,10/17/20,10/26/20,
effbcd4e9de,10/13/20,10/17/20,10/26/20,
ccb800a9968,10/14/20,10/17/20,10/26/20,
e4cb5d475be,10/14/20,10/17/20,10/26/20,
e9a931bdabf,10/14/20,10/17/20,10/26/20,
3e7a7b20774,10/15/20,10/17/20,10/26/20,
b24829e7567,10/15/20,10/17/20,10/26/20,
efddc4ab72f,10/15/20,10/17/20,10/26/20,
14f932c37a2,10/11/20,10/17/20,10/27/20,
4b507f35466,10/11/20,10/17/20,10/27/20,
d27f93d70ec,10/12/20,10/17/20,10/27/20,10/28/20
0a35ceeb987,10/12/20,10/17/20,10/27/20,
67ab97ef6bf,10/12/20,10/17/20,10/27/20,
8804d86509c,10/13/20,10/17/20,10/27/20,
3718ca08420,10/14/20,10/17/20,10/27/20,
5c43086ce38,10/14/20,10/17/20,10/27/20,
de986cff3db,10/14/20,10/17/20,10/27/20,
57ff72a61d8,10/15/20,10/17/20,10/27/20,
741a752c5c5,10/15/20,10/17/20,10/27/20,
bb464e53407,10/15/20,10/17/20,10/27/20,
a9e1094f9d5,10/16/20,10/17/20,10/27/20,
df520b2f26b,10/16/20,10/17/20,10/27/20,
a3b7fb3ffef,10/11/20,10/17/20,10/28/20,
ab6b95bcc28,10/11/20,10/17/20,10/28/20,
ccbfc00fbef,10/11/20,10/17/20,10/28/20,
2aa73f6b822,10/13/20,10/17/20,10/28/20,
ff0bc1f0669,10/13/20,10/17/20,10/28/20,
8dedeb81aea,10/14/20,10/17/20,10/28/20,
bf2295b8869,10/15/20,10/17/20,10/28/20,
fb85863d960,10/15/20,10/17/20,10/28/20,
a0bfbea1284,10/16/20,10/17/20,10/28/20,
dfd77441a7c,10/11/20,10/17/20,10/29/20,
7bd57f7f836,10/11/20,10/17/20,10/29/20,
301beceb33d,10/15/20,10/17/20,10/29/20,
4b21559233b,10/15/20,10/17/20,10/29/20,
54ab03760df,10/11/20,10/17/20,10/30/20,
b666fe3ac50,10/11/20,10/17/20,10/30/20,
e04ed7ed7e6,10/11/20,10/17/20,10/30/20,
e87ffba8ea0,10/11/20,10/17/20,10/30/20,
d41d8019875,10/12/20,10/17/20,10/30/20,
8944334cf9e,10/13/20,10/17/20,10/30/20,
fcdaffcbb9f,10/14/20,10/17/20,10/30/20,
63c4a055ece,10/16/20,10/17/20,10/30/20,
c6c577c2d18,10/16/20,10/17/20,10/30/20,
7f71fd59f4a,10/11/20,10/17/20,10/31/20,
b18e692f439,10/12/20,10/17/20,10/31/20,
e3ada000a52,10/12/20,10/17/20,10/31/20,
11a76ac3631,10/13/20,10/17/20,10/31/20,
d23b2d927c3,10/13/20,10/17/20,10/31/20,
a78de5f0604,10/14/20,10/17/20,10/31/20,
cf3df118ede,10/15/20,10/17/20,10/31/20,
1e15248c3c4,10/16/20,10/17/20,10/31/20,
239dfa024ec,10/16/20,10/17/20,10/31/20,
5c44ec5f0e1,10/16/20,10/17/20,10/31/20,
e8f2aab58ec,10/16/20,10/17/20,10/31/20,
84def98922a,6/25/21,6/30/21,7/7/21,
bde5433dd5f,6/25/21,6/30/21,7/7/21,
d0cb4a14a81,6/25/21,6/30/21,7/7/21,
5deef02449c,6/26/21,6/30/21,7/7/21,
70e71f5a932,6/26/21,6/30/21,7/7/21,
a777c91a985,6/27/21,6/30/21,7/7/21,
c923c35da7e,6/27/21,6/30/21,7/7/21,
d06b41f95c3,6/27/21,6/30/21,7/7/21,
d8153358384,6/27/21,6/30/21,7/7/21,
201bb2c665d,6/28/21,6/30/21,7/7/21,
285bd2d75f6,6/28/21,6/30/21,7/7/21,
d48939350a6,6/29/21,6/30/21,7/7/21,
1e57471f99c,6/24/21,6/30/21,7/8/21,
458f349701d,6/26/21,6/30/21,7/8/21,
63745f96847,6/26/21,6/30/21,7/8/21,
6f559ff4539,6/27/21,6/30/21,7/8/21,
925ad15c193,6/27/21,6/30/21,7/8/21,
e3afa225a46,6/27/21,6/30/21,7/8/21,
b763ff86eef,6/28/21,6/30/21,7/8/21,
62140958735,6/29/21,6/30/21,7/8/21,
59672032fb2,6/24/21,6/30/21,7/9/21,
6f5ed239366,6/24/21,6/30/21,7/9/21,
eb8dc847173,6/24/21,6/30/21,7/9/21,
0cd2129686e,6/25/21,6/30/21,7/9/21,
20fe0af0da6,6/26/21,6/30/21,7/9/21,
4e38db498b0,6/26/21,6/30/21,7/9/21,
a498f6c9404,6/27/21,6/30/21,7/9/21,
d785d553d8c,6/28/21,6/30/21,7/9/21,
f91d730fcc7,6/28/21,6/30/21,7/9/21,
8e69b1c2fa3,6/29/21,6/30/21,7/9/21,
f438cec4304,6/29/21,6/30/21,7/9/21,
5851dc2531b,6/24/21,6/30/21,7/10/21,
ace1db234cc,6/24/21,6/30/21,7/10/21,
e6c78717739,6/25/21,6/30/21,7/10/21,
74d0e0a7ef6,6/26/21,6/30/21,7/10/21,
b57918fddef,6/26/21,6/30/21,7/10/21,
f52a2cf6c44,6/26/21,6/30/21,7/10/21,
3ada320c880,6/27/21,6/30/21,7/10/21,
52d6e8d03dc,6/27/21,6/30/21,7/10/21,
86bf296979b,6/27/21,6/30/21,7/10/21,
efde3ddcc2e,6/27/21,6/30/21,7/10/21,
2adb4102628,6/28/21,6/30/21,7/10/21,
51269ba5d05,6/25/21,6/30/21,7/11/21,
606d608d7f9,6/26/21,6/30/21,7/11/21,
e0e26ba65ba,6/26/21,6/30/21,7/11/21,
02589dee4d6,6/27/21,6/30/21,7/11/21,
2d7395ed76d,6/28/21,6/30/21,7/11/21,
26b36c2704a,6/29/21,6/30/21,7/11/21,
4cf9472ba20,6/29/21,6/30/21,7/11/21,
68fbb50e5a2,6/29/21,6/30/21,7/11/21,
89fca23980f,6/29/21,6/30/21,7/11/21,
8af4a3aa768,6/26/21,6/30/21,7/12/21,
e4cf0db1a42,6/26/21,6/30/21,7/12/21,
008f7f0d132,6/27/21,6/30/21,7/12/21,
cc040da031c,6/27/21,6/30/21,7/12/21,
801dcb87f89,6/28/21,6/30/21,7/12/21,
9b2e55fbd2e,6/28/21,6/30/21,7/12/21,
58c1b5abdbc,6/29/21,6/30/21,7/12/21,
b265d4fab16,6/29/21,6/30/21,7/12/21,
11123d40768,6/24/21,6/30/21,7/13/21,
7181eb40ab9,6/24/21,6/30/21,7/13/21,
a784610a3ac,6/24/21,6/30/21,7/13/21,
ceb9a3dd7c9,6/25/21,6/30/21,7/13/21,
fc1e4e4a01e,6/25/21,6/30/21,7/13/21,
41bc483f070,6/26/21,6/30/21,7/13/21,
0466b941cf7,6/29/21,6/30/21,7/13/21,
9436af4181e,6/24/21,6/30/21,7/14/21,
48ec6168ad3,6/25/21,6/30/21,7/14/21,
4c6a1e4bd2b,6/26/21,6/30/21,7/14/21,
5ccca79e941,6/26/21,6/30/21,7/14/21,
fb20231b292,6/26/21,6/30/21,7/14/21,
80d2493fbcc,6/28/21,6/30/21,7/14/21,
feec9f78057,3/7/22,3/13/22,3/20/22,
7f97941924d,3/11/22,3/13/22,3/20/22,
a61609862e7,3/11/22,3/13/22,3/20/22,
9080e467f27,3/7/22,3/13/22,3/21/22,
a8568d7f401,3/7/22,3/13/22,3/21/22,
58a1f2dbd73,3/11/22,3/13/22,3/21/22,
1e9ed5fa77e,3/12/22,3/13/22,3/21/22,
6001741e0ae,3/12/22,3/13/22,3/21/22,
cd2c523e237,3/7/22,3/13/22,3/22/22,
6dfe263da82,3/9/22,3/13/22,3/22/22,
e985723c8a5,3/7/22,3/13/22,3/23/22,
c1fa8a581f3,3/8/22,3/13/22,3/23/22,
a52180a4166,3/9/22,3/13/22,3/23/22,
6c9d1d5548a,3/10/22,3/13/22,3/23/22,
503ab205278,3/7/22,3/13/22,3/24/22,
9c7fefca41b,3/7/22,3/13/22,3/24/22,
356de35ab6d,3/11/22,3/13/22,3/24/22,
28e4323a7d8,3/12/22,3/13/22,3/24/22,
facc9dc706c,3/12/22,3/13/22,3/24/22,
931c68a4bec,3/7/22,3/13/22,3/25/22,
824ea3c58d6,3/8/22,3/13/22,3/25/22,
85ca357ee45,3/8/22,3/13/22,3/25/22,
0a82be9dd3c,3/10/22,3/13/22,3/25/22,
56067b58b30,3/11/22,3/13/22,3/25/22,
0e4353c8579,3/8/22,3/13/22,3/26/22,
ad4870e53e5,3/9/22,3/13/22,3/26/22,
40538e20cff,3/11/22,3/13/22,3/26/22,
54a5b1fe1fe,3/11/22,3/13/22,3/26/22,
7d7bf1200fa,3/11/22,3/13/22,3/26/22,
9bd39ba0668,3/11/22,3/13/22,3/26/22,
71b4c0f05dd,3/8/22,3/13/22,3/27/22,
b1d6efce07f,3/10/22,3/13/22,3/27/22,
2dfbfa96e87,3/11/22,3/13/22,3/27/22,
972fad959e4,3/12/22,3/13/22,3/27/22,
d9e9a54b632,11/19/22,11/24/22,12/1/22,
d4f978c8a87,11/18/22,11/24/22,12/2/22,
54ceb639a19,11/22/22,11/24/22,12/3/22,
fb3f84ad51e,11/23/22,11/24/22,12/4/22,
b30b62c50ee,11/21/22,11/24/22,12/7/22,
5ffaf236cd7,5/22/19,5/25/19,6/1/19,
6fcb6c0e8a7,5/22/19,5/25/19,6/1/19,
7b489d8c008,5/24/19,5/25/19,6/1/19,
44d609e35bf,5/21/19,5/25/19,6/2/19,
b17055f1f3b,5/23/19,5/25/19,6/2/19,
d0c848d84b5,5/23/19,5/25/19,6/2/19,
c3d744fc0a2,5/19/19,5/25/19,6/3/19,
40cb54ce4e3,5/20/19,5/25/19,6/3/19,
4eb46ad7cf9,5/22/19,5/25/19,6/3/19,
a20eb47a4db,5/23/19,5/25/19,6/3/19,
3bcc18ea998,5/24/19,5/25/19,6/3/19,
a83a5eea729,5/24/19,5/25/19,6/3/19,
71b7a8f9484,5/19/19,5/25/19,6/4/19,
a5d5e2a1d03,5/19/19,5/25/19,6/4/19,
302d6ac947d,5/19/19,5/25/19,6/5/19,
eb69e9acd8e,5/19/19,5/25/19,6/5/19,
bfb387275e7,5/21/19,5/25/19,6/5/19,
b7b59897339,5/24/19,5/25/19,6/5/19,
8318ebd3ed2,5/19/19,5/25/19,6/6/19,
73c0d08e91c,5/21/19,5/25/19,6/6/19,
c58a747ef3b,5/22/19,5/25/19,6/6/19,
0080c27c2f9,5/23/19,5/25/19,6/6/19,
95074f4ba5f,5/23/19,5/25/19,6/6/19,
af6ec3fea29,5/23/19,5/25/19,6/6/19,
87804d9b335,5/24/19,5/25/19,6/6/19,
cf1498612c5,5/24/19,5/25/19,6/6/19,
5a20753829b,5/21/19,5/25/19,6/7/19,
8b9be424b33,5/23/19,5/25/19,6/7/19,
195ddc8411d,5/24/19,5/25/19,6/7/19,
7401888fdf1,5/21/19,5/25/19,6/8/19,
af3b52a4b55,5/21/19,5/25/19,6/8/19,
ae521e71b17,5/23/19,5/25/19,6/8/19,
5bd8f869b57,5/24/19,5/25/19,6/8/19,
699bfae4d1d,5/24/19,5/25/19,6/8/19,
374640216fb,1/30/20,2/5/20,2/12/20,
1d6b6f0c386,2/2/20,2/5/20,2/12/20,
55dc3103601,2/3/20,2/5/20,2/12/20,
9a48804d4cc,2/4/20,2/5/20,2/12/20,
a0439991acb,2/4/20,2/5/20,2/12/20,
f45957c7b19,2/4/20,2/5/20,2/12/20,
f38faf022b2,1/30/20,2/5/20,2/13/20,
aaef7e376bc,2/1/20,2/5/20,2/13/20,
c8ec0fabf77,2/3/20,2/5/20,2/13/20,
17aae0379d9,2/4/20,2/5/20,2/13/20,
885605280ab,2/1/20,2/5/20,2/14/20,
33c3f976045,2/3/20,2/5/20,2/14/20,
2f9b2f6ed91,2/1/20,2/5/20,2/15/20,
2700ace4e73,2/2/20,2/5/20,2/15/20,
601afa69470,2/2/20,2/5/20,2/15/20,
26e2e719df9,2/3/20,2/5/20,2/15/20,
d11e262dda6,1/31/20,2/5/20,2/16/20,
c4d88d1fd63,2/1/20,2/5/20,2/16/20,
39bbc9d09ea,2/3/20,2/5/20,2/16/20,
cc2bf9969d4,2/3/20,2/5/20,2/16/20,
042abe991c2,2/4/20,2/5/20,2/16/20,
3a4af4e41ac,1/30/20,2/5/20,2/17/20,
34d5336bddf,2/1/20,2/5/20,2/17/20,
2c420b9d5a3,2/2/20,2/5/20,2/17/20,
9d52c4c5e4c,2/2/20,2/5/20,2/17/20,
4.60E+50,2/1/20,2/5/20,2/18/20,
a5be9c216e6,2/2/20,2/5/20,2/18/20,2/24/20
7ef30e52817,2/3/20,2/5/20,2/18/20,2/25/20
1925f132ec1,2/3/20,2/5/20,2/18/20,
02d913ca940,1/30/20,2/5/20,2/19/20,
c8f8ad7d906,2/1/20,2/5/20,2/19/20,
5dd99235b89,2/2/20,2/5/20,2/19/20,
3e71464693e,10/12/20,10/18/20,10/25/20,
c6ccbab5623,10/12/20,10/18/20,10/25/20,
84f9f28af14,10/13/20,10/18/20,10/25/20,
da99fdf5785,10/15/20,10/18/20,10/25/20,
a133f73f051,10/16/20,10/18/20,10/25/20,
267a6446233,10/17/20,10/18/20,10/25/20,
4cdf27e7862,10/17/20,10/18/20,10/25/20,
ce93fdae905,10/17/20,10/18/20,10/25/20,
2a43fd856e9,10/12/20,10/18/20,10/26/20,
770a7a5b66f,10/12/20,10/18/20,10/26/20,
0196d6b6442,10/13/20,10/18/20,10/26/20,
10840f26b44,10/13/20,10/18/20,10/26/20,
a3ab8ad1a03,10/13/20,10/18/20,10/26/20,
226f20d206b,10/14/20,10/18/20,10/26/20,
68f7bb601eb,10/14/20,10/18/20,10/26/20,
36518ddd8ae,10/15/20,10/18/20,10/26/20,
966dc84bb2f,10/15/20,10/18/20,10/26/20,
6e5dbfddb51,10/12/20,10/18/20,10/27/20,
be3e8e75067,10/12/20,10/18/20,10/27/20,
7957d9dec83,10/13/20,10/18/20,10/27/20,
c80e7d8405a,10/13/20,10/18/20,10/27/20,
e53726cc3a0,10/13/20,10/18/20,10/27/20,
b546b57da5f,10/14/20,10/18/20,10/27/20,
da84a5610c0,10/14/20,10/18/20,10/27/20,
f91d9970b4c,10/14/20,10/18/20,10/27/20,
23e43679f11,10/15/20,10/18/20,10/27/20,11/5/20
35c1e48a1af,10/15/20,10/18/20,10/27/20,
3e340487558,10/15/20,10/18/20,10/27/20,
